,Unnamed: 0,tweet_id,text,tweet_city,tweet_latitude,tweet_longitude,city,code,country
1375,1375,369145657300234240,#nowplaying Hey Joe on guitarFM with @TuneIn http://t.co/WRb6RQzho9 http://t.co/8HFth4qWt1,durban-02eth-za,-29.313921,31.281227,durban,02eth,za
1376,1376,496250348634259456,"Muka2 abis latdis😞😞 (with Novia, Talia, and Yunita at SMAN 3 Palembang) [pic] — https://t.co/DPz8hpa66j",palembang-32-id,-2.97307,104.75826,palembang,32,id
1377,1377,547638625836347392,Barber shop tomorrow then off to Lancaster 💈,dallas-tx113-us,32.750724,-96.556018,dallas,tx113,us
1378,1378,396277343213588480,"@MCHadley @kandeemann well idk, but @BreakingBad_AMC is just too legit to quit! #behind #catchup #TGIF",chattanooga-tn065-us,35.0485324,-85.05291089,chattanooga,tn065,us
1379,1379,527702113191604224,@nicolevogelsong @SFGiants beautiful,chico-ca007-us,39.75744,-121.814299,chico,ca007,us
1380,1380,492939700945289216,Daddy's Home,onitsha-25-ng,6.172567,6.6067740000000015,onitsha,25,ng
1381,1381,491565533444055040,"""@Exofanbase: 140722 Luhan w/ guitar filiming for Back to 20 
 cr. AAAAAAA -osh http://t.co/rqkEAYwUxY""",krathum baen-55-th,13.538375,100.242123,krathum baen,55,th
1382,1382,661087666428108800,I'm at Public bank kamunting https://t.co/JdamTN3IRE,simpang empat-07-my,4.88112146,100.72907691,simpang empat,07,my
1383,1383,381596473814548480,Switch lanes.,houston-tx201-us,29.7523644,-95.26498631,houston,tx201,us
1384,1384,370359048429764608,@ArtesaAvdullaj 😭😭😭😭😭😭 my life is over,chatham kent-08-ca,42.5394854,-82.99362247,chatham kent,08,ca
1385,1385,412273797547315200,@SchultzSteph text me foo!,lansing-mi065-us,43.29542579,-84.14157322,lansing,mi065,us
1386,1386,423968221746987008,Here we go!!!! NER. VOUS. #tinkerbellmarathon ##disney #disneyland #justfinish #dragmeifyouneedto @… http://t.co/MLeSDiVXuT,anaheim-ca059-us,33.80968306,-117.92724864,anaheim,ca059,us
1387,1387,411588221911699456,Jerk Chicken 😍😋 #CubanFood @ Papi's @ Papi's Cuban &amp; Carribbean Grill http://t.co/g3TBQNdKoo,atlanta-ga121-us,33.772776,-84.38029364,atlanta,ga121,us
1388,1388,340359234543812608,Am not kidding those dreams am dreaming lately are freaky,abu dhabi-01-ae,24.49906,54.3739,abu dhabi,01,ae
1389,1389,405519479364661248,Que felicidad TB is back,buenos aires-07-ar,-34.7135355,-58.261348700000006,buenos aires,07,ar
1390,1390,416667163408490496,After watching the @BelieveMovie it made me fall in love with @justinbieber even more 💜 #BelieveMovieWeekend #BelieveMovie,dun laoghaire-l34-ie,53.28758392,-6.13768045,dun laoghaire,l34,ie
1391,1391,508992057398943744,Musingin da !!!,bandung-30-id,-6.895,107.5977,bandung,30,id
1392,1392,352968176331522048,Fui,rio de janeiro-21-br,-22.95292909,-43.1937003,rio de janeiro,21,br
1393,1393,498640338685157376,"Best quarterback, make that the best player in the NCAA http://t.co/uwQe3oCwpu",carmel-in057-us,40.438115,-86.327499,carmel,in057,us
1394,1394,486662895695306752,"Family harasses me so much about not having a girlfriend.... Like hold on, let me go buy one somewhere?",providence-ri007-us,42.08245107,-71.38300392,providence,ri007,us
1395,1395,361066274232606720,@tina_foxy because of sky,leicester-engh4-gb,52.63801879,-1.15175738,leicester,engh4,gb
1396,1396,399339495239057408,Pagi ca wkwkRT @ichawesome_: Blm diucapin good morning nih,pontianak-11-id,-0.05405405,109.36941804,pontianak,11,id
1397,1397,418479270386995200,YAS NEBRASKA,paterson-nj031-us,41.36773764,-74.12575808,paterson,nj031,us
1398,1398,532431799461232640,@mhalina_bdrhsm wiyh tu apa?,klang-12-my,3.04392,101.522499,klang,12,my
1399,1399,421782108692938752,@AngieMarieTHC exactly!  Soo idk.  But I'm nt playing any games. Waaay too old for this.,sacramento-ca067-us,38.4300199,-121.4020817,sacramento,ca067,us
1400,1400,321565887654146048,Fuckery,dale city-va153-us,38.70906420000001,-77.43295859999998,dale city,va153,us
1401,1401,388938594385022976,"the future is not ours to see, but it is to decide.",bekasi-30-id,-6.2784261,106.9517247,bekasi,30,id
1402,1402,383214602789457920,God bless bio ( ^-^)9,yogyakarta-10-id,-7.781076,110.4016672,yogyakarta,10,id
1403,1403,489650036913872896,@yours_sameerah god you must be so grateful for that! Hahahaha where are you?,riyadh-10-sa,24.577962,46.751645,riyadh,10,sa
1404,1404,496214512568004608,#rickychat plzzzz,corpus christi-tx355-us,27.621002,-97.295434,corpus christi,tx355,us
1405,1405,491836116656734208,yo I really fucking wish anyone would smoke me out right now... 8565408031 anyone idgaf im jus madder than anything,wilmington-de003-us,39.725823,-75.459562,wilmington,de003,us
1406,1406,340991957901930496,I'm a nudist in diguise.. lol,knoxville-tn093-us,36.00858820000001,-83.9718955,knoxville,tn093,us
1407,1407,395750903288197120,"@topflight157 Hello, how are you?",charlotte-nc119-us,35.37765185,-80.77415577,charlotte,nc119,us
1408,1408,376041688466489344,“@BeardyTaughtMe: @JPMayr DEAD http://t.co/EdyZAxqRJl” @CarlynNicole_23,south bel air-md025-us,40.33286165,-76.50650706,south bel air,md025,us
1409,1409,479063542474108928,@hwbaseball @JackandGradyMom so awesome!,los angeles-ca037-us,34.18069584,-118.50706726,los angeles,ca037,us
1410,1410,389976890384986112,@DPrizzy keep going in bro let's make a epic visual happen brother holla me ur 1 artist I wanna do music video for I'm near u bro holla,toronto-08-ca,43.86544960000001,-79.54756179,toronto,08,ca
1411,1411,346607061062283264,@OGCalipari see there you go showin em lol,cincinnati-oh061-us,39.20287353,-84.54474424,cincinnati,oh061,us
1412,1412,493821888628789248,On life that is,atlanta-ga121-us,33.57843,-84.590664,atlanta,ga121,us
1413,1413,513750302311604224,He did not want too share with cj n cj was mean n pinched him lol http://t.co/EmnHQ3YhkH,vineland-nj011-us,39.49665200000001,-75.093928,vineland,nj011,us
1414,1414,414590609555742720,"I'm at Dental World the Oral Health Center (Mueang Chiang Mai, Chiang Mai) http://t.co/ohRmm94q04",chiang mai-02-th,18.78091381,98.99237167,chiang mai,02,th
1415,1415,509338041195200512,#iPhone6 #ThatIsAll #YouQuestioningUs ? #YouMad ? 😂 #SorryNotSorry 🙌 calyps0_g1rl link up 🙊 @ Kosi… http://t.co/OL0GpYftKF,mon repos-10-tt,10.7,-61.5167,mon repos,10,tt
1416,1416,524202302299992064,http://t.co/Ov2ABLIyoi,rotterdam-11-nl,51.91113,4.3203,rotterdam,11,nl
1417,1417,304401592000606208,"Yo, if I received a million dollars everytime I say I hate this nigga or I dont like this nigga, I would be a gazillionaire!",atlanta-ga121-us,33.66583347,-84.28661156,atlanta,ga121,us
1418,1418,291043115442245632,@Shanclown now following back ! :),youngstown-oh099-us,40.5242925,-80.21315340000002,youngstown,oh099,us
1419,1419,676898946799767552,"❤️ (with Oka, Ifa, and 7 others at Kanwil BRI Denpasar) [pic] — https://t.co/TQFu9ttm7w",denpasar-02-id,-8.67198,115.23194,denpasar,02,id
1420,1420,540746809833181184,http://t.co/LsBUsylJeG,peoria-il143-us,40.581967,-89.625698,peoria,il143,us
1421,1421,432409573119361024,I miss France. I miss Eline. I miss Paris. I miss the beautiful music. I miss the food. I miss everything about France. #takemeback,hartford-ct003-us,41.67421605,-72.92894415,hartford,ct003,us
1422,1422,430161992532234240,Denver forgot the safety word. #sb48,raleigh-nc183-us,35.66783579999999,-78.676872,raleigh,nc183,us
1423,1423,432194665366831104,@RichardCOliver it begins just hoping for no let downs,san antonio-tx029-us,29.34869313,-98.49426014,san antonio,tx029,us
1424,1424,298479633165332480,@Sinjab7 I got something that will remind you,riyadh-10-sa,24.758000000000006,46.76137,riyadh,10,sa
1425,1425,399415219216076800,"""Not too many girls stay loyal to a nigga without a relationship , but the ones that do are the ones that are wifey material 💍""",san tan valley-az021-us,33.50136872,-111.9137095,san tan valley,az021,us
1426,1426,487466201296424960,Time for blood work....shishi next...no need pic of that...hahaha @ Dr Sharon LAWLER http://t.co/esXuWAuFqa,honolulu-hi003-us,21.28714899,-157.81294233,honolulu,hi003,us
1427,1427,400045157799571456,Make You Feel My Love by @OfficialAdele — https://t.co/0ttGNqWeic,jakarta-04-id,-6.29063,106.84252,jakarta,04,id
1428,1428,430482621865263104,"mrning too""@PendikoutSIDers: Morning ♡""",kediri-08-id,-7.8288173,112.02156979999998,kediri,08,id
1429,1429,358347622748524544,3 leaving do's tonight makes me appreciate the great people I have worked with and the great people I work work now,city of london-enggla-gb,51.47447579,-0.18377762,city of london,enggla,gb
1430,1430,510981092476997632,"God is watchin yo, if you found my bro @Juan_G103  Beats bluetooth headphones please hand them over. Be empathetic and help a brother out.",naperville-il043-us,41.990541,-88.152201,naperville,il043,us
1431,1431,497470757220655104,loool xd,madrid-29m-es,40.422759,-3.700198,madrid,29m,es
1432,1432,432699210845007872,@ForbisSydney @EmilyyyyyyScott haha so y'all are bonding on my expense. You are very welcome:),tulsa-ok143-us,36.13908565,-95.83527722,tulsa,ok143,us
1433,1433,299705800434282496,#NYCFW back stage http://t.co/Ur8NErg2,manhattan-ny061-us,40.7694701,-73.9856161,manhattan,ny061,us
1434,1434,541496843793076224,"@BertPretorius dont compare, because comparing leads to coveting #FiscalHealth @3CSouthAfrica",pretoria-06tsh-za,-25.884941,28.22457,pretoria,06tsh,za
1435,1435,339252470679207936,#ThingsIMissAboutMyChildhood My GG.,stockton-ca077-us,38.0208523,-121.9464698,stockton,ca077,us
1436,1436,568724281170857984,Crazy Beautiful You! 5 Days to go ❤️,dasmarinas-4020-ph,14.406551,120.877362,dasmarinas,4020,ph
1437,1437,359062382569455616,@kipmcc gonna guess BuildASign,austin-tx453-us,30.24460813,-97.72986018,austin,tx453,us
1438,1438,349776189331742720,Pegeelll Pemirsah....! (at Bobo Fair) [pic] — https://t.co/K41SirCtH2,jakarta-04-id,-6.21536,106.80616,jakarta,04,id
1439,1439,431306806959538176,@futurewah *matchstick eyes*,southend on sea-engm5-gb,51.53591814,0.72621805,southend on sea,engm5,gb
1440,1440,552809628279795712,I just finished walking 2.14 miles in 35m:34s with #Endomondo #endorphins http://t.co/j9spMlXWzm,chester-engz8-gb,53.2253,-2.991829,chester,engz8,gb
1441,1441,490381787722289152,So my car is a mess and I know it's late and all and I work at 10 am 2morrow but I got to clean it 😫😭😭😵😱😱,dallas-tx113-us,32.850433,-96.598703,dallas,tx113,us
1442,1442,296634605065347072,Don't be so quick to judge,louisville-ky111-us,38.12002332,-85.68131243,louisville,ky111,us
1443,1443,412747984590635008,LOL at your stupidity,brentwood-ny103-us,40.76107053,-73.31034701,brentwood,ny103,us
1444,1444,289705694364590080,@MGHNLLL got table issit?,singapore-00-sg,1.2974,103.84897,singapore,00,sg
1445,1445,422923215363526656,Lol RT @Footy_Jokes: Messi. http://t.co/YO3h9GYk6k,new kingston-08-jm,17.96396396,-76.73160424,new kingston,08,jm
1446,1446,555572252725772288,@Louis_Tomlinson bae ily so much,tepeji de ocampo-13-mx,19.837358,-99.198046,tepeji de ocampo,13,mx
1447,1447,510197747446972416,@justinbieber PLEASE FOLLOW ME PLEASE I LOVE YOU 💜💜💜,vina del mar-0151-cl,-33.024737,-71.514278,vina del mar,0151,cl
1448,1448,521298099176628224,@wanahdn aku lipat lagi awal:) hahaha habis ah husband lari rumah.lek.,kuala lumpur-14-my,3.12852,101.65982,kuala lumpur,14,my
1449,1449,525747697555623936,#EMABiggestFans1D 26,cuiaba-14-br,-15.612699,-56.02452,cuiaba,14,br
1450,1450,434295105886126080,It's 11.56 and I'm on 33% battery. What is this?,southampton-engm4-gb,50.92258803,-1.52280086,southampton,engm4,gb
1451,1451,572978492578533376,"With Akhyu Al-ulya, Maulida, and Adelia at @kfcindonesia — https://t.co/DGIZYw6QPr",malang-08-id,-7.95741,112.61863999999998,malang,08,id
1452,1452,495090703664300032,"@blackthoxrn before he had time to ask ""who?"" i stormed out of his room bc sassy",pekanbaru-37-id,0.533276,101.451482,pekanbaru,37,id
1453,1453,326046507600052224,#sky #riga #lettland @ Akmens tilts | Stone bridge http://t.co/SnLVObpMQb,riga-25-lv,56.94459965,24.10112858,riga,25,lv
1454,1454,573807668504236032,"RT ""@WFP: #Fact: 60% of people in #Zambia live below the #poverty line. Find out more http://t.co/F3BAodJU5I http://t.co/8qhZgjkjU6""",bowie-md033-us,38.857839,-76.988104,bowie,md033,us
1455,1455,418515987605225472,@EugniedeCT ouais bah pas grand chose a raconter 😭,dakar-01-sn,14.4486071,-17.03456221,dakar,01,sn
1456,1456,372071809308721152,Mr. Smiley is way too excited for school.,manama-16-bh,26.21596458,50.57517155,manama,16,bh
1457,1457,481655634677747712,"I'm at Riverwatch Floating Resto (Loay, Central Visayas) http://t.co/KJ782w9PaC",tagbilaran city-0711-ph,9.635789,124.029969,tagbilaran city,0711,ph
1458,1458,339046475940130816,@peterharper703 not too bad thanks home after being at office x,cumbernauld-sctv8-gb,55.94669536,-3.97899704,cumbernauld,sctv8,gb
1459,1459,576504367001546752,@mitchncheese Dude I thought so. I was.... Gone. Haha,kansas city-mo095-us,39.01388,-94.123392,kansas city,mo095,us
1460,1460,434778759536062464,"Finding shit out is so easy , moma ain't raise no fool",jamaica-ny081-us,40.69178442,-73.72854649,jamaica,ny081,us
1461,1461,577189728769953792,@xLorab_x aye ruff 😣 xx,cumbernauld-sctv8-gb,55.637519,-3.879834,cumbernauld,sctv8,gb
1462,1462,318060833810825216,viendo harry poter con @manuel13torre @melladomanuel,sevilla-51se-es,37.38459520000001,-5.9052395,sevilla,51se,es
1463,1463,410717157429743616,"Keri, Keri NZ for Xmas .. Can't wait .... #bayofislands.",singapore-00-sg,1.32780595,103.7909441,singapore,00,sg
1464,1464,495470011096793088,Que odio,cipolletti-16-ar,-38.923903,-67.999701,cipolletti,16,ar
1465,1465,664296434494255104,I'm at Hotel Pangrango https://t.co/mLPnqaihOG,sukabumi-30-id,-6.87188633,106.95003819,sukabumi,30,id
1466,1466,549570836794191872,"@vitaminsludge Apparently it was spotted with landing gear down, ready to land so scrap that theory!",dun laoghaire-l34-ie,53.247978,-6.12177,dun laoghaire,l34,ie
1467,1467,492367685917736960,#tbt to last years #ddmarket @ #dc + the dc #dumpsterpool! Mark your calendars for AUG 23!… http://t.co/F2y6fNTHOt,dallas-tx113-us,32.790347,-96.822588,dallas,tx113,us
1468,1468,410905611485085696,FBI — Two Top Hoover Crips Street Gang Members Indicted in the Murder of a Federal Witness in Oklahoma http://t.co/5Y57ZSARQW,norman-ok027-us,35.052565,-97.936433,norman,ok027,us
1469,1469,397364221518053376,"""@BlTCHPOST: Do you ever get a weird crush on someone that’s not even attractive but you’re just attracted to them and you don’t know why?""",santiago de los caballeros-25-do,19.46747,-70.65508,santiago de los caballeros,25,do
1470,1470,502170973739945984,@MoreConsole Congrats 😆,newcastle upon tyne-engi7-gb,55.003359,-1.651102,newcastle upon tyne,engi7,gb
1471,1471,512702858475479040,"Being a diabetic at the In-n-Out is like being a priest at a preschool, you can look...but you can't touch...",hanford-ca031-us,35.986128,-119.959277,hanford,ca031,us
1472,1472,392941902645186560,Waiting for Mom! (@ Philippine Drug Enforcement Agency) http://t.co/U2yQK8Z5RJ,quezon city-ncrf2-ph,14.64429999,121.04299763,quezon city,ncrf2,ph
1473,1473,486014758194540544,-__________-,edison-nj023-us,40.3789347,-74.5207752,edison,nj023,us
1474,1474,504595399001133056,"Hahaha that's true~ RT ""@ArsyKw_1004: ""@eunjaeee: Describe ljoe in one word? Mine, Pabo! What's yours?"" mine, playboy ? haha""",surakarta-07-id,-7.573606,110.777667,surakarta,07,id
1475,1475,347800089252732928,selamat pagi twitterland :),purwokerto-07-id,-7.0992984,109.3378587,purwokerto,07,id
1476,1476,515772686572986368,Gita Birthday Party🎉 @ Jazz Hotel and Swimming Pool http://t.co/irVbAYD8jv,palu-21-id,-0.923482,119.885921,palu,21,id
1477,1477,320424424631304192,:'( http://t.co/GsDFuPmfaQ,jakarta-04-id,-6.3800300000000005,106.84605,jakarta,04,id
1478,1478,499592806684688384,Me arruino.,burgos-55bu-es,41.69582,-3.931036,burgos,55bu,es
1479,1479,492737560675094528,I'm falling to pieces.,petare-15-ve,10.479542,-66.82399000000001,petare,15,ve
1480,1480,383877847959744512,#Reflection @ City Harbour http://t.co/vdg5TaX12v,dundee-sctu3-gb,56.46167685,-2.96240087,dundee,sctu3,gb
1481,1481,505178751261741056,3:),santo domingo-34-do,18.488689,-69.80860899999999,santo domingo,34,do
1482,1482,567084279239548928,avatarr http://t.co/xWPF8W36nO,campo mourao-18-br,-24.034526,-52.377278,campo mourao,18,br
1483,1483,438093400500604928,I've found the best one 👌,saint denis-a893-fr,49.03119691,2.45123534,saint denis,a893,fr
1484,1484,404382504087728128,@onedirection @Real_Liam_Payne @zaynmalik Speack little English :( oh,punto fijo-11-ve,11.8242735,-70.2470402,punto fijo,11,ve
1485,1485,373181412137902080,Forgot to pause it...and it was the version with Nicki. 😭,lincoln-ne109-us,40.81305285,-96.70262428,lincoln,ne109,us
1486,1486,367078435795238912,On some random type ish... I want to meet myself from someone else's point of view....,columbus-ga215-us,31.58956077,-84.23346554,columbus,ga215,us
1487,1487,337011877974532096,@stclairxo I charge $85 for a full highlight but depending on what you have on your hair vs what you want it to be it could vary,daly city-ca081-us,37.52738309,-122.27537714,daly city,ca081,us
1488,1488,546113254175805440,And I make love like Leonardo da Vinci made the Mona Lisa,pearland-tx039-us,29.047944,-95.455641,pearland,tx039,us
1489,1489,484850868143943680,5X driver just missed exit off Aurira,seattle-wa033-us,47.66196191,-122.34682491,seattle,wa033,us
1490,1490,418365856356503552,Poeier Fernandinho ! 0-1 #MCFC,leeuwarden-02-nl,53.36323455,5.96348662,leeuwarden,02,nl
1491,1491,670683508117925888,Pultem : Leicester 1-1 UNITED (with Unitedarmyfc at Salsa Food City) — https://t.co/ZvVNb0GXyp,curug-33-id,-6.23837,106.63,curug,33,id
1492,1492,523509227110027264,Full records! Full feca!,la plata-01-ar,-34.881863,-57.984554,la plata,01,ar
1493,1493,541431240730370048,To cansada,parobe-23-br,-29.926934000000006,-50.973215,parobe,23,br
1494,1494,403623334929113088,I hope its a blow out #beatthedirtybirds,metairie terrace-la051-us,29.723352,-90.80019821,metairie terrace,la051,us
1495,1495,396031498102784000,My mom is such a troll.. Lmao,san miquel-09-sv,13.50020471,-88.19946451,san miquel,09,sv
1496,1496,366723991953608704,"Time to Timika... 

;-) [pic] — https://t.co/M6Dx8CFmeR",jayapura-36-id,-2.56808,140.51277,jayapura,36,id
1497,1497,553975594468540416,Who struggles finding good sports bras? The new @ChantelleUS model held mine up during GRIT PLYO! It's awesome! #chantelle #bra #fitness,woking-engn7-gb,51.287876,-0.7530640000000001,woking,engn7,gb
1498,1498,432606545981886464,Look how happy Drake is!!!! https://t.co/mOls31Cwb4 @josh3thayer,everett-wa061-us,48.25182869,-122.32931255,everett,wa061,us
1499,1499,404765477677064192,Brown changes everything. #nyg,manhattan-ny061-us,40.7614104,-73.92426392,manhattan,ny061,us
1500,1500,367100048741380096,Chilling wit da family #FamilyFirst ride or die with da fam,hammond-in089-us,41.61913186,-87.53296970000002,hammond,in089,us
1501,1501,371119974837792768,Dammm tired....just woke up..,kuala lumpur-14-my,3.0766951,101.6963892,kuala lumpur,14,my
1502,1502,410078922609422336,My semester is over on Wednesday. Finally.,albuquerque-nm001-us,35.0850695,-106.620373,albuquerque,nm001,us
1503,1503,318792093973745664,Ok //,groningen-04-nl,53.1714781,6.192967,groningen,04,nl
1504,1504,521331447983251456,I❤️WWII memorabilia. @ Smithsonian National Air and Space Museum http://t.co/ExXOLAHhVl,"washington, d. c.-dc001-us",38.888104,-77.02047900000002,"washington, d. c.",dc001,us
1505,1505,510634265726713856,"Sono, bjs the most princess of the world  #HappyBirthdayNiall",cachoeiro de itapemirim-08-br,-20.853592000000006,-41.120135,cachoeiro de itapemirim,08,br
1506,1506,504076278388260864,Last night in Scottsdale 😔,san tan valley-az021-us,33.573795000000004,-111.926029,san tan valley,az021,us
1507,1507,514535631180288000,@AndrewBranco10 you care to make a wager on who the starter will be at the start of the season.,abbotsford-02-ca,49.316036,-122.973363,abbotsford,02,ca
1508,1508,537656820094210048,All this lovely raw cheese @mattiemoye I ended up selecting Crawford Wheel which is aged in a cave… http://t.co/TL7V5VvMon,brooklyn-ny047-us,40.71624,-73.959428,brooklyn,ny047,us
1509,1509,393277274935394304,"--"" RT @gopall_: 762FA2BD",jakarta-04-id,-6.222005,106.8223835,jakarta,04,id
1510,1510,574404648100106240,@bargreatharry @RowanImports  @Slyboro also loving hidden star @GramercyTavern http://t.co/JJVLSlZMdz,new york city-ny-us,40.745618,-74.003244,new york city,ny,us
1511,1511,381563934173831168,Idiots who screenshot on snapchat &lt;&lt;&lt;,djounie-05-lb,33.96958115,35.61289312,djounie,05,lb
1512,1512,374735242424508416,I'm at Wings Army - @soldadowings w/ @juanan_oa [pic]: http://t.co/LCNwLXc4jo,santiago de queretaro-22-mx,20.54982074,-100.42313397,santiago de queretaro,22,mx
1513,1513,553449507057184768,President elect Maithtipala Sirisena being driven away amidst tight security from the Elections Department http://t.co/SmHm0Zk5oW,colombo-36-lk,6.911587,79.86711600000002,colombo,36,lk
1514,1514,568776563124088832,@katiee_raya thank you KT 😍 I am so happy to have made such memorable memories with you in high school ! Can't wait to go to dinner soon 😉,san diego-ca073-us,32.790407,-117.033769,san diego,ca073,us
1515,1515,492777184281382912,@thejamessnyder THESE CHOPSTICKS WERE MADE FOR YOU 😂😂 http://t.co/A0o5cAEG1f,daly city-ca081-us,37.649347,-122.43395,daly city,ca081,us
1516,1516,301210251112374272,Baeee Went Too Sleep On Me !,sugar land-tx157-us,29.7268287,-95.5471387,sugar land,tx157,us
1517,1517,537478574685421568,@TKP517 I'll help lol,round rock-tx491-us,30.592537,-97.429139,round rock,tx491,us
1518,1518,575444839589879808,@MollzBallz19 na we bang :/ sorry to tell you like this :/,boston-ma025-us,42.361784,-71.158989,boston,ma025,us
1519,1519,499035211347533824,What happened to all the good times .? 😕,wesley chapel-fl101-us,28.713931,-82.524815,wesley chapel,fl101,us
1520,1520,290466268719505408,I'm at Mado http://t.co/lLsVSESw,bandirma-10-tr,40.34362702,27.98192676,bandirma,10,tr
1521,1521,397077251348770816,Vasy j vais aller manger,creteil-a894-fr,48.8465762,2.5712791,creteil,a894,fr
1522,1522,374549636176175104,Chrana,boulogne billancourt-a892-fr,48.74600802,2.31395796,boulogne billancourt,a892,fr
1523,1523,409726630333255680,I'm at Barcode Cafe w/ @necilcakmak http://t.co/54d3t0pooI,adapazari-54-tr,40.76496903,29.92875198,adapazari,54,tr
1524,1524,499839435622871040,@selenagomez please notice me 😭😭,portsmouth-engk6-gb,50.796163,-1.078254,portsmouth,engk6,gb
1525,1525,480721164713463808,You're by JYJ (at Best Western Hotel and Resident Jakarta) — https://t.co/RhDLVfbXu3,jakarta-04-id,-6.13949,106.82556,jakarta,04,id
1526,1526,399504364957483008,"@AnnabelAstbury  Great shot, love to see it in B&amp;W.",singapore-00-sg,1.32780501,103.79096168,singapore,00,sg
1527,1527,428977550627704832,"""@CandySparkel: Need to pray about this"" do share, let's pray! ☺",johannesburg-06jhb-za,-26.07936,28.007040000000003,johannesburg,06jhb,za
1528,1528,554823909154258944,"I've been applying for jobs in Florida all day. Can't wait to start hearing back, I'm ready to go!",carmel-in057-us,40.436416,-86.863555,carmel,in057,us
1529,1529,356876491709087744,Happy girl,bristol-engb7-gb,51.41561931,-2.61743567,bristol,engb7,gb
1530,1530,437877268019703808,@dannyparker19 @WACCOE today is the day you said Danny. Pressure Is on matey. ;-),huddersfield-engg8-gb,53.69761191,-1.76446771,huddersfield,engg8,gb
1531,1531,507374179763888128,Accepting goodnight messages .,wichita-ks173-us,37.650205,-97.338075,wichita,ks173,us
1532,1532,414520904253980672,SO much food. Never fails I take two bites and then am ready for dessert. #food #family #downtown @… http://t.co/EC0GBPYSl9,charleston-sc019-us,32.77856117,-79.92685676,charleston,sc019,us
1533,1533,324418559692402688,Whyy am I still awake... 😴😩,norman-ok027-us,35.18649124,-97.42469679,norman,ok027,us
1534,1534,286656859107102720,Full house #bestshow,lake oswego-or005-us,45.39791567,-122.72610552,lake oswego,or005,us
1535,1535,346831787693056000,Kolok kolok. (@ Mee Sapi Hj. Salleh) http://t.co/zTiKoXDifM,kuching-11-my,1.5532237,110.3363591,kuching,11,my
1536,1536,406939901494837248,@bondedoguime_  sim!!,joao pessoa-17-br,-7.8264369999999985,-34.912797399999995,joao pessoa,17,br
1537,1537,346708282418794496,@jamieallan25 #newcastle http://t.co/QCfWrfeqjd,mansfield-engj9-gb,53.20424000000001,-1.00044,mansfield,engj9,gb
1538,1538,296113999815258112,@jamesWiman now following back! :),youngstown-oh099-us,40.5243631,-80.2131887,youngstown,oh099,us
1539,1539,524028045703655424,Hosh! Presentasi lagi~ (with Farah at SMKN 11 Jakarta) — https://t.co/a412PqcX7N,jakarta-04-id,-6.1405,106.81625,jakarta,04,id
1540,1540,519258614310379520,Either I need to follow more people or @piersmorgan needs to stop tweeting so much! It's a full time job sifting through his work!,high wycombe-engb9-gb,51.563181,-0.747103,high wycombe,engb9,gb
1541,1541,353333663573880832,Ops ...,rio de janeiro-21-br,-22.96816473,-43.38446164,rio de janeiro,21,br
1542,1542,569667987038298112,My mom is complaining about me not going to prom or morP honestly i dont have fun at those things Id rather sit home watch DBZ &amp; play guitar,salinas-ca053-us,36.840825,-121.394288,salinas,ca053,us
1543,1543,398715684936749056,"@LaundryxB love them, will they be in stock at Stockton Heath too or can I buy online?",warrington-engp2-gb,53.35752686,-2.57066866,warrington,engp2,gb
1544,1544,492215139056111616,🍴 (with @ulfa_vania at Coyote Burger) — https://t.co/oEsL7i5E6r,medan-26-id,3.55248,98.69073,medan,26,id
1545,1545,488805526533582848,I'm at Cafer aga apt https://t.co/erlgCi8moU,kutahya-43-tr,39.42244484,29.98001814,kutahya,43,tr
1546,1546,510795054416674816,Come closeeeer,joinville-26-br,-26.325506,-48.82227,joinville,26,br
1547,1547,301537591361171456,The pumper at loves tried telling me my gas tank is on my left side.. I know ya big dumb bitch I have dual tanks I want gas in the right one,nampa-id027-us,44.0341269,-116.9889385,nampa,id027,us
1548,1548,392812936088928256,Tomorrow's pink day right?,chatham kent-08-ca,42.62357013,-82.10944344,chatham kent,08,ca
1549,1549,578020176022626304,@jamiecampbell79 doing critical analysis of VHS porn @JBTV #fourstarstandups http://t.co/y8hWa4RyJr,chicago-il031-us,41.89174000000001,-87.636485,chicago,il031,us
1550,1550,426507898286772224,In such a giggly mood and I love it :),northampton-engj1-gb,52.40764577,-0.70065121,northampton,engj1,gb
1551,1551,421945963415339008,@MG_Reporter bcoz ppl were not transportéd n'promised free lunch M &amp; G,nelspruit-07-za,-25.47141,30.980490000000003,nelspruit,07,za
1552,1552,520168417903792128,I can see... hope in your eyes. @ jardim botanico http://t.co/EXJt8dFuW3,sao paulo-27-br,-23.608468,-46.647709000000006,sao paulo,27,br
1553,1553,677897140803387392,"May the Horse be with you. #kinoblogeri #starwars (@ Kino Citadele | @ForumCinemasLv for #StarWars in Rīga, Latvija) https://t.co/sDuSjsya3f",riga-25-lv,56.94619137,24.11617041,riga,25,lv
1554,1554,520619984683565056,I just began a running workout using #Endomondo. Peptalk me now @ http://t.co/3xLOaXJyo8,barcelona-56b-es,41.454514,2.054796,barcelona,56b,es
1555,1555,523177998586241024,Dont even want to go to work today,tucson-az019-us,32.14673,-110.938323,tucson,az019,us
1556,1556,317617717978992640,@andimanzano Happy Birthday!!!! 😍😍😍,makati city-ncrk4-ph,14.52328323,120.98108917,makati city,ncrk4,ph
